2177	600778
4829	600699
563865	600734
564252	600936
7863	600699
20275	600699
10644	600921
601227	15
8260	600989
33300	600615
6408	600643
602890	22
605048	1321
565969	600699
536601	600770
601282	544
601728	14
535421	600921
12791	600779
8010	600945
600915	13
538380	600699
7642	600614
601778	437
12618	600658
567738	600699
303	600722
537699	600699
13119	600658
7688	600778
430	600760
566171	600730
536133	600744
6130	600615
601508	140
601192	14
512	600921
601537	14
601219	1008
2180	600699
5313	600730
566470	600699
601704	4244
601157	14
13662	600921
16640	600615
536420	600699
601042	172
564608	600863
11658	600614
1172	600614
565210	600699
567698	600921
601188	13
11488	600699
6965	600615
54119	600730
601645	14
537834	600921
562876	600699
58631	600730
563515	601002
601012	379
535377	600699
603662	230
536430	600699
535830	600699
5124	600699
601122	22
601585	13
20513	600699
537153	600887
8209	600730
601488	3919
601778	544
567653	600734
53202	600691
20258	600615
536864	600699
17109	600784
4714	600730
565972	600622
535402	600893
601076	14
535743	600921
600776	14
601319	230
20196	600730
601568	236
535395	600699
601564	3371
567481	600766
603135	13
4932	600712
563871	600699
12598	600699
16738	600699
1250	600921
601010	3128
18235	600699
564369	600699
563660	600730
536783	600850
54989	600634
25420	601123
564245	600699
537070	600658
601227	22
2313	600774
600766	12
566146	600699
531795	600770
538603	600699
58405	601139
749	600699
604712	22
14511	600630
535477	600742
20151	600699
44342	600699
600623	2637
601720	707
603558	15
601695	22
563980	600699
601160	1321
562803	600744
5533	600773
12348	600730
18288	600658
601493	647
56487	600924
535847	600744
566947	600921
537622	600699
537032	600744
6210	600730
601140	172
7277	600898
535581	600744
4342	600616
535480	600730
601555	13
536984	600924
603735	230
604451	13
537495	600730
601410	437
538242	600924
602558	15
17599	600730
535393	600699
57174	600699
601229	437
15319	600734
600635	544
601772	13
603128	14
537419	600730
4802	600699
6011	600699
3240	600744
601129	138
4381	600658
564629	600921
20817	600630
3111	600699
601388	236
567145	600699
15658	600615
20323	600792
3688	600730
10996	600699
536629	600699
601475	230
563898	600730
601506	12
601221	22
12008	600658
600888	230
567925	600658
563627	600699
601699	22
566970	600730
604027	230
13151	600699
13103	600699
600803	230
537501	600699
6029	600734
537943	600699
535602	600921
602200	14
564597	600805
3330	600699
12279	600699
1228	600865
567643	600699
6968	600699
6314	600898
11504	600778
602002	14
535393	600730
163	600619
20821	600699
600739	630
604951	230
15432	600699
564547	600921
601334	1714
52536	600699
25420	601249
16110	600699
18288	600699
7984	600615
564832	600699
14376	600699
604951	743
604062	230
816	600699
604311	230
6869	600691
536194	600634
19280	600699
53800	600699
15862	600786
20754	600699
3967	600630
12162	600615
535602	600924
603468	15
601523	22
15819	601030
601143	1649
13341	600699
538259	600726
535744	600699
160	601148
601273	505
15783	600699
52439	600699
601834	437
566933	600699
168	600730
565293	600744
574275	600699
601339	1172
602199	1201
602579	163
4830	600699
6311	600699
46110	600699
535860	600699
601067	15
537934	600924
536780	600777
563476	600796
536225	600730
6408	600699
536942	600924
12512	600730
9765	600614
8582	600630
567084	600734
565717	600699
13690	600634
18288	600712
20230	600699
566415	600915
600952	1714
536050	600699
536065	600699
20914	600699
535912	600730
3586	600699
601392	22
564818	600749
565798	600616
601418	1480
20323	600921
601301	236
1228	600970
600853	1008
601699	230
601106	230
602953	230
537047	600699
567758	600887
601825	230
8944	600699
708	600699
50035	600615
601537	15
19547	601105
601110	14
7738	600699
563043	600778
601860	3921
31845	600924
562600	601004
601223	163
7566	600699
1014	600634
602205	230
538116	600730
601938	740
53098	600699
567426	600699
12124	600699
600825	2544
536510	600699
601528	22
600885	13
565390	600699
564133	600614
601514	230
6417	600675
564738	600921
52537	600699
55953	601139
562602	600730
14178	600699
601460	787
1039	601179
600779	14
566858	600615
19048	600622
600812	1014
601248	22
567286	600870
6474	600643
536372	600699
755	600616
29424	600616
58627	601213
601576	230
53290	600735
563907	600730
565772	600921
55947	600699
563984	600735
1259	600699
563614	600635
70100	600730
5356	600770
3480	600699
16135	600699
17599	600742
31901	600734
10293	600699
537384	600730
536048	600921
601175	855
14899	600699
15217	600699
9361	600615
566168	600634
7688	600921
3616	600699
9459	600784
2303	600819
7877	600699
563783	600699
602119	341
13001	600744
537150	600779
600992	230
7721	600924
27646	600699
10214	600699
9325	600616
563665	600699
563030	600723
16171	600635
52537	600744
9209	600889
20967	600810
567558	600936
566730	600811
13679	600614
858	600699
567833	600699
536697	600730
2869	600699
601386	22
537252	600805
3693	600630
537731	600899
20258	600658
10020	600699
538417	600924
172	600615
601718	14
567419	600730
605037	505
53549	600699
18370	600699
565176	600730
5585	600699
563481	600921
8579	600615
2349	600770
745	601134
536339	600805
14380	600619
564154	600699
15428	600615
563384	600730
2636	600699
563475	600699
13690	600774
602101	2779
535830	600975
17246	600699
11087	600699
601392	230
7681	600809
601555	15
9759	600789
9889	600699
12552	600699
56810	600699
600958	172
53307	600671
601157	22
566923	600809
567925	600699
7806	600699
602890	784
602210	2481
6311	600730
55154	600853
6331	600614
603309	14
9182	600712
20447	601033
601017	437
601428	22
535282	600699
537564	600744
140	600699
603014	419
535417	600699
13704	600921
536919	600699
602869	22
602103	1008
24741	600634
20514	600887
602664	22
53307	600744
537014	600699
18496	600699
603509	14
11127	600921
564794	600699
536780	600846
601036	13
77000	600699
600675	419
6311	600742
17246	600726
564679	600744
7873	600699
537931	600921
7035	600615
8114	600615
536974	600699
9221	600699
600869	22
9755	600921
2561	600630
7410	600699
536987	600699
601234	14
601477	230
600881	22
52878	600730
9916	600706
564652	600699
535900	600805
13226	600616
2653	600773
563326	601232
601391	12
29481	600699
3139	600734
600814	14
601147	230
18882	600699
601036	14
567499	600699
405	600789
603147	22
565210	600778
536113	600699
601231	14
47508	600766
602143	437
8228	600622
600995	1264
564254	600699
563763	600699
601430	13
604858	544
8585	600921
601005	14
563816	600921
55036	600699
536447	600699
9634	600699
601399	6689
601702	14
601787	505
601367	12
536974	600730
600795	419
601473	230
600973	1145
312	600643
602535	1249
567551	600658
563396	600924
12635	600751
564400	600744
601196	22
1300	600699
602893	37
15837	600635
601080	13
563808	600699
537702	600699
310	600622
15427	600614
53546	600699
600828	22
603142	690
535306	600699
537596	600805
601669	3875
537915	600921
11938	601002
3556	600658
1014	600699
3330	600726
567833	600921
2340	600622
7060	600779
601829	15
601330	22
1171	600615
18476	600699
10488	600802
535416	600699
600778	13
537407	600699
6869	600699
11317	600790
600944	15
604553	230
5923	600614
601831	230
602017	230
12678	600789
565891	600699
600879	230
8595	600643
600828	230
601609	14
2422	600789
16109	600699
803	600699
12164	600614
11383	600921
566908	600699
601047	22
11293	600823
17088	600792
425	600921
601356	7674
567650	600921
10485	600734
9216	600699
564292	600699
14869	600643
562746	600699
600826	22
9135	600615
537181	600699
536677	600921
601816	2181
22800	600921
566870	600699
19965	600675
9385	600699
4612	600921
603154	13
18230	600699
602531	6528
601127	22
15831	600699
565784	600699
58426	600634
2526	600730
592	600699
563207	600699
565278	600699
68600	600635
6552	600699
2289	600616
565291	600783
602987	13
537568	600699
12019	600744
2779	600614
600905	138
564710	600699
601851	544
9303	600699
8413	600792
537537	600790
9542	600699
18376	600699
535854	600778
565231	600921
7184	600870
12514	600616
603246	6073
8591	600699
601080	14
601619	22
746	600699
7251	600699
15576	600742
16640	600622
2357	600699
562875	600699
604341	14
567765	600730
538141	600699
18813	600744
564276	600699
535423	601134
29241	600699
600835	14
535900	600921
565101	600675
567282	600699
6261	600615
563666	600699
601330	138
562791	600744
601092	419
600949	22
601492	230
603575	15
601314	3921
9222	600699
536560	600699
567770	600699
535707	600778
601161	22
537070	600699
600943	13
536081	600699
564816	600699
564563	600921
496	600742
567244	600699
18262	600615
14388	600938
20022	600616
602231	1523
564190	600863
5739	601361
565360	600946
535532	600699
567034	600730
601936	740
565311	600691
15877	600779
602857	14
601593	544
536590	600699
11248	600699
1763	600630
574275	600730
538400	600699
535942	600730
564010	600744
602535	1749
567492	600744
536905	600863
10520	600699
535746	600921
16411	600699
601395	22
601928	4830
601177	1778
13224	600794
537537	600792
54556	600614
601394	647
601082	230
565334	600699
601647	14
59348	600770
564334	600730
565733	600699
601890	6473
56487	600929
563423	600814
168	600742
24821	600614
601560	1321
564388	600699
564276	600766
14009	600804
537729	600734
564115	600699
536905	600921
603465	544
15473	600615
563789	600734
566593	600699
1606	600805
30321	600796
601682	230
602208	230
12163	600615
4374	600699
13671	600699
601415	1049
1607	600616
1922	601023
54882	600699
601609	22
6030	601004
14098	600699
536647	601283
9443	600889
601491	37
20388	600699
601590	13
600949	37
601542	544
2921	600913
7593	600699
602991	3877
2375	600615
15207	600936
536890	600730
49914	600699
536494	600699
7688	600924
45250	600744
3320	600730
600951	14
10996	600712
9443	600969
566293	600863
7022	600616
4535	600730
6949	600658
6471	600699
21081	600730
537366	600699
566627	600643
601801	419
537274	600699
55752	600658
536780	600860
55036	600730
563023	600699
603465	1171
601592	230
536214	600730
562618	600699
537844	600898
537302	600699
3616	600744
13262	600616
563010	600699
600770	14
601191	14
64793	600770
1449	600622
7426	600699
565814	600699
537505	600690
535507	600699
602037	14
13700	601192
7060	600921
537915	601004
10048	600658
580062	600699
16638	600615
13471	600699
536275	600614
6952	600658
54091	600699
14929	600921
11809	600730
10859	600699
23921	600699
19214	600699
601021	230
535662	600658
50177	600699
548074	600921
5873	601126
567325	600699
5117	600792
601903	1724
8721	600699
601075	860
49290	600699
61325	600699
605402	230
6059	600699
603307	22
601881	437
6521	600615
8681	600921
601594	1249
535502	600699
562385	600734
601725	690
1763	600691
537702	600730
602000	230
566007	600744
9120	600734
601249	13
19969	600615
567482	600622
11038	600744
601174	13
537758	600792
831	600699
601397	22
435	600744
601632	15
564608	600924
20802	601120
14545	600832
563775	600921
18276	600699
600904	230
536589	600730
56929	600643
567422	600699
19867	600997
604858	1049
20820	600699
6396	600814
4244	600712
535374	600766
601324	647
16532	600699
23961	600727
58631	600734
5359	600766
9755	600925
601847	230
13163	600658
600945	163
567433	600699
600917	230
601202	13
601289	14
537581	600699
601595	14
3969	600699
601244	12
7627	600634
10201	600744
567382	600699
20288	600622
6212	600667
562938	600778
4480	600770
566452	600742
600778	14
17243	600699
7926	600734
537457	600699
601970	138
537172	600730
603195	14
33461	600699
537194	600699
57180	600635
1750	600691
565824	600691
601883	22
566505	600904
13479	600667
538173	600699
605315	544
536748	600699
564245	600730
567504	600730
2370	600699
15458	600658
562618	600726
12021	600699
537775	600730
7943	600699
55732	601190
602889	419
537742	600730
12883	600699
6223	600699
5489	600924
59710	600699
565840	600730
538582	600699
601247	230
219	600903
2303	600843
601682	787
1002	600699
600926	230
601870	14
141	600699
14313	600699
56734	600699
537723	600742
16481	600699
601850	14
13611	600699
604161	419
9230	601059
600658	22
600802	230
565831	600811
600675	544
3244	600789
16736	601145
18827	600699
600635	690
564597	600921
565717	600924
10698	600658
3467	600778
8065	600744
567635	600889
17098	600699
27646	600744
3092	600614
602544	544
29481	600712
14987	600784
6980	600616
12164	600616
567725	600921
601508	163
537505	600712
600862	22
5334	600616
20773	600924
567277	600699
6316	601087
601867	230
567089	600658
9459	600789
538064	600699
3286	600699
604714	230
6332	600615
537403	600734
602037	230
565746	600699
600797	550
51474	600699
565133	601089
567316	600730
537172	600742
20335	600723
11087	600723
11547	600744
565972	600658
2178	600699
20323	600942
566958	600699
535694	600730
538116	600742
567090	600796
566473	600699
538159	600921
535731	600699
13922	600744
13899	600699
5262	600726
562770	600699
565100	600675
605048	6940
17682	600616
13163	600691
602544	1327
7721	601004
13226	600630
15319	600744
18197	600699
535601	600921
18887	600730
564276	600778
536611	600699
566236	600730
600778	15
14526	600862
601610	1145
537021	600699
536170	600699
9376	600699
567867	600699
10505	600924
562647	600699
563614	600744
601883	230
601633	7022
536607	600735
3875	600614
601092	471
601421	142
18281	600616
90320	600863
605449	690
601788	1169
9508	600699
8413	600903
19954	600614
565732	600699
13625	600699
535726	600699
20306	600938
46110	600734
15862	600981
16883	600675
567618	600675
20739	600699
600989	22
562792	600734
600806	22
13132	600699
600981	138
788	600951
537516	600699
7965	600730
9914	600616
536345	600730
56784	600699
13577	600846
605333	22
601234	22
601620	544
601847	236
52120	600699
600803	505
2288	600730
537848	600699
537873	600699
603311	347
13464	600699
600925	22
44483	600730
536352	600730
6210	600742
1766	600734
53560	600744
12362	600814
9377	600759
562393	600699
14257	600614
6932	600699
8590	600699
602681	15
567687	600924
565699	600805
4761	601280
1321	600616
3550	600643
601843	15
9203	600614
603154	15
537501	600730
535745	600921
9821	600614
602208	1471
4238	601145
11471	600614
604075	14
6952	600699
601718	15
14435	600699
602664	37
565375	600730
9304	601008
601294	22
536170	600778
1650	600699
602985	15
6967	600614
536091	600699
567284	600699
601134	13
58494	600699
1778	600614
535459	600699
536209	600730
563918	600734
3240	600778
6327	600648
5262	600734
604682	419
601934	743
564652	600792
565192	600730
536080	600699
4819	600699
603660	22
21441	600658
535413	600734
536781	600924
601764	14
6333	600614
567144	600699
16649	600699
535520	600699
563854	600691
601251	22
34141	600616
600722	22
15837	600699
28361	600699
567210	600699
536293	600921
9137	600699
5935	600699
43095	600699
567343	600904
567325	600921
535612	600766
538212	600699
600832	22
563848	600699
601014	690
601496	13
14625	600699
12868	600726
8068	600730
605333	419
7690	600699
566094	600921
565121	600921
601291	22
536456	600921
20325	601080
563363	600921
12	600699
20275	600706
601693	14
600989	37
536214	600742
20158	600699
536596	600921
12319	600699
602016	544
58625	600699
601772	22
600958	370
4916	600699
1022	600634
15356	600811
548075	600766
536880	600699
19896	600744
567433	600921
9220	600615
20207	600712
13477	600898
535811	600699
67877	600658
12319	600730
601064	38
601533	22
605161	2471
567085	600699
536647	601391
537079	600699
603783	1321
8258	600796
603309	15
536056	600699
8581	600614
567510	600699
601231	230
563412	600699
5831	600809
603396	2386
7715	600699
20920	600778
4820	600699
794	600699
12893	600699
564589	600699
20234	600691
14435	600921
563984	600996
567529	600699
11504	600924
605425	22
4719	600658
1607	600630
566996	600699
537501	600734
53159	600699
567758	600924
20513	600730
601091	544
567215	600921
7897	600699
567767	600699
52536	600744
537871	600792
601634	14
535942	600742
3921	600614
7984	600658
536629	600921
3480	600722
57826	600730
566453	600921
536974	600742
566494	600699
7593	600744
601590	14
600788	230
1195	600699
20294	600792
20186	600823
601543	1424
567766	600921
690	600622
29600	600699
604075	22
564219	600699
564388	600921
538336	600730
601663	14
9456	600699
53579	600699
563451	600730
566472	600809
20326	600650
564365	600699
14820	600699
12585	600903
601710	1249
19280	600730
20288	600658
601264	14
604935	15
601045	14
13706	600699
535903	600744
544	600614
601320	13
601427	14
536678	600921
562769	600744
537088	600730
29241	600921
536962	600790
20388	600712
601094	1943
537480	600744
5832	600766
535852	600699
1259	600730
3467	601149
16889	600615
4437	600998
5911	600615
538116	600766
537482	600730
567686	600730
13544	600744
11248	600744
601098	13
55673	600730
600957	505
48310	600616
600878	236
1195	600730
538003	600699
7836	600921
19965	600712
602470	1749
601627	22
602285	230
7119	600699
33461	600734
9122	600779
600950	22
6083	600730
601745	14
39500	600699
536113	600777
537342	600860
4195	600622
5171	600778
10998	600614
4198	600699
19956	600699
537393	600699
563195	600699
6940	600691
564243	600790
538138	600699
6250	600742
565133	601172
9447	600699
604451	14
601421	163
5831	600863
17202	600614
18887	600766
419	600616
56846	600699
536044	600634
537871	600863
537079	600792
604865	230
1919	600615
12164	600634
565798	600630
4844	601158
602156	6930
54069	600699
13923	600614
536652	600778
600936	13
15440	600858
601308	14
7710	601064
602562	22
602464	2294
601145	22
537249	600699
566170	600699
536167	600699
602217	544
18275	600690
565406	600860
9395	600614
537658	600699
554498	600615
49970	600691
536965	600699
10265	600712
563242	601004
5757	600699
5879	600784
600760	138
535687	600744
538416	600699
535805	600921
563408	600766
602030	1749
600777	13
537209	600699
14062	600691
17566	600730
64070	600921
13281	600699
46150	600690
536644	600699
160	601406
8207	600658
45828	600815
537620	600699
326	600699
1449	600658
536214	600744
605178	380
14581	600614
605440	1008
601831	236
13630	600699
536601	601158
9471	600730
9404	600614
602038	2779
601324	1169
566505	600905
14339	600730
537466	600778
537581	600730
20138	600616
16135	600723
536664	600699
6086	600699
50336	600699
565054	600699
535440	600921
537134	600921
4406	601020
13614	600779
2761	600634
601828	22
50336	601007
601947	437
11629	600615
567466	600699
563412	600921
601750	690
18827	600712
3072	600615
34321	600936
14435	600925
601392	419
13508	600730
14717	600630
567502	600699
6083	600742
600972	22
604341	230
44882	600792
602993	740
562791	600781
7569	600699
537871	600887
2769	600699
3108	601120
3251	600792
602188	419
602893	140
4892	600850
536198	600699
605025	230
566411	600658
53713	600615
8945	600699
600639	3328
12507	600658
1064	600616
6660	601199
16769	600614
15154	600853
604773	1929
1424	600699
20326	600691
749	600723
4461	600860
566487	600699
548028	600790
2177	600804
601369	14
2277	600615
59606	600699
563177	600792
603287	182
55847	600699
601218	788
537160	600699
10438	600699
600926	437
10009	600615
6552	600742
12559	600615
600978	14
2288	600742
563989	600699
601523	544
5891	600699
601658	14
600639	6406
602535	1943
19958	600699
11658	600615
601970	419
567426	600921
601388	379
88890	600699
5158	600699
538007	600699
602028	22
7938	600619
564766	600699
567186	600699
2303	600920
536404	600699
562901	600699
563335	600699
563654	600699
566460	600730
602226	230
535397	600770
43470	600846
19851	600671
601165	690
4438	600790
4412	600715
600821	22
6319	600616
536029	600699
563181	600730
18754	600616
4198	600730
601213	15
601533	310
10283	600614
3555	600699
8944	600744
987	600699
2546	600615
563137	600699
19294	600699
601127	230
18197	600730
605165	14
16532	600870
601217	22
6029	600804
